StAX processor created successfully
Starting file processing
Editors:
Ремонт сотовых телефонов - 1
Малая Бирюза - 1
урочище Бельчиха - 1
Газпромнефть АЗС-41 - 1
Граница Новосиб.- Кем. обл. - 1
Детский сад №360 "Журавушка" - 1
Полигон СГУПС - 1
чебур - 1
подъезд к �?зовке - 1
Кумлова - 1
Мэркс - 1
весы для автомобилей - 1
Центр спутниковой связи "Азимут-Н" - 1
Студия Йоги - 1
Красное - 1
Щелчиха - 1
Новый Кошкуль - 1
бол. Кулёма - 1
Памятник Ленину - 1
Краssота - 1
улица Кочубея - 1
Отделение связи № 630901 - 1
Усть-�?зес - 1
Подстанция «�?рбизинская» - 1
Олонхо - 1
Поддубенский переулок - 1
Детский сад  №506 - 1
Планета здоровья - 1
МРЭО Г�?БДД Советского района, Военный комиссариат - 1
Вараксино - 1
Магазин "У Сергея" - 1
МК С�?Б�?РЯК - 1
Новокурупкаевка - 1
Хороший - 1
Новосибирский приборостроительный завод - 1
Прокуратура новосибирской области - 1
тракторная - 1
Торг - 1
�?нститут геологии, геофизики и минералогии им. Трофимука - 1
Скорая помощь - 1
Худышка - 1
Ургунский угольный разрез - 1
переулок Соколовского - 1
Mazda - 1
Анюта - 1
Отдельный батальон ДПС Г�?БДД ГУВД Новосибирской области - 1
Учебный центр УВД - 1
Верх-Чик - 1
ДК Калинина - 1
оз. Солдатское - 1
Тарасовское сельское поселение - 1
центральная - 1
Храм Михаила Архистратига - 1
15-й Бронный переулок - 1
Автотрек, автошкола - 1
Русская еда - 1
Шибковский молочный завод - 1
Чуманский - 1
Памятник Борису Богаткову - 1
Печки Лавочки - 1
Городская клиническая больница №34 - 1
Белгородская улица - 1
3 Корпус - 1
Детское отделение - 1
�?ваново озеро - 1
Живые цветы - 1
Памятник погибшим байкерам - 1
TP13639 - 1
Гости - 1
Тюменка - 1
Малахитовая улица - 1
Курортная улица - 1
Церковь Покрова Пресвятой Богородицы - 1
Леол - 1
подъезд к Кандаурову - 1
Детский сад "Светлячок" - 1
ЗАО "Запрудихинское" - 1
Детский садик - 1
Узунгуль - 1
Красная Грива - 1
2-я Новая улица - 1
Озерное - 1
Ачеканка - 1
Спортивный клуб СО РАН - 1
Хутор №92 - 1
Кочневский сельсовет - 1
Veranda Дениса �?ванова - 1
Старые Карачи - 1
о.Черемухов - 1
ул. Галилея - 1
Врачебная практика ООО "Василина" - 1
9-й Калужский переулок - 1
DJ-бар - 1
Городская клиническая больница №19 - 1
4-й квартал - 1
17-й Бронный переулок - 1
Гидромонтажная улица - 1
Западные Электрические Сети - 1
Кинотеатр "Аврора" - 1
Аптека Авицена - 1
УВД Центрального Района - 1
Музей воинской славы - 1
�?нженерная улица - 1
TP13611 - 1
Томьусинская улица - 1
Банк "Акцепт" - 1
Специальная коррекционная общеобразовательная школа №209 - 1
Римские Каникулы - 1
Библиотека семейного чтения - 1
Терминал Б (международных линий) - 1
СНТ Победа-2 - 1
Цифровой мир - 1
Московка - 1
Детский сад №449 "Солнечный" - 1
Золотой гребешок - 1
улица Бусыгина - 1
Детский сад №184 "�?скорка" - 1
кафемотель - 1
Детская  библиотека, филиал N3 - 1
2973 км - 1
улица Бессемера - 1
Метро - 1
Хищные птицы - 1
оз. Линёвое - 1
Колыбелька - 1
Николаевский сельсовет - 1
Неудачино - 1
ОБЭП, отдел полиции №2 - 1
Грань алтая - 1
Журавли, рогатые вороны - 1
о. Хохлов Борок - 1
Камышловская улица - 1
гора Глухариная - 1
Роликодром - 1
Бизнес-центр «Кобра» - 1
Луганск - 1
гостиница Megapolis - 1
Подольск - 1
городской округ Обь - 1
МБУЗ Городская инфекционная клиническая больница №1 - 1
Приход в честь Рождества Пресвятой Богородицы - 1
ул. Толбухина - 1
�?скровский переулок - 1
ПАТП №4 - 1
Локомотив - 1
улица Ударников - 1
VipCom - 1
Программная улица - 1
Кулички - 1
городское поселение Дорогино - 1
Узловая улица - 1
Тайшетская улица - 1
Кремона - 1
Уютный дворик - 1
Детский сад №444 "Березка" - 1
Фея - 1
Школа №111 - 1
�?нститут вычислительных технологий - 1
ТБК Лонж - 1
Школа №112 - 1
Подстанция «Боярская» - 1
Отдельный батальон ППС - 1
памятник им. В.�? Ленина - 1
Мурманская улица - 1
Промышленно-логистический парк Толмачёво - 1
РОСТЕЛЕКОМ - 1
Школа №115 - 1
�?нвентарная улица - 1
Поддубенская улица - 1
Загайново - 1
улица Утренняя Заря - 1
Школа №117 - 1
Колыванская ЦБС - 1
г. Малиновая - 1
Кофе Хауз - 1
River Park - 1
Домовенок - 1
Хутор №20 - 1
Школа №122 - 1
Отделение связи №633000 - 1
Дорога к базе Перебор - 1
